Age,Age_Group,Gender,Education Level,Marital Status,Income,Credit Score,Loan Amount,Loan Purpose,Employment Status,Years at Current Job,Payment History,Debt-to-Income Ratio,Assets Value,Number of Dependents,City,State,Country,Previous Defaults,Marital Status Change,Risk Rating,Income_K,Loan_Amount_K,Assets_Value_K,Debt_to_Income_Bin
67,>50,Male,PhD,Divorced,110896.0,689.0,11503.0,Business,Self-employed,9,Excellent,0.106251703430493,121360.0,0.0,New Russellfurt,HI,Jersey,2.0,0,Medium,110.896,11.503,121.36,0.1-0.2
28,21-30,Female,PhD,Single,64541.0,703.0,20017.0,Auto,Self-employed,1,Good,0.206311988320745,24856.0,4.0,Lake Keithtown,MO,Suriname,1.0,1,High,64.541,20.017,24.856,0.2-0.3
53,>50,Non-binary,PhD,Single,26613.0,771.0,6982.0,Auto,Employed,5,Fair,0.10719828661843,56108.0,2.0,Gouldbury,CO,Maldives,,0,Low,26.613,6.982,56.108,0.1-0.2
40,31-40,Male,Bachelor's,Divorced,,721.0,41599.0,Auto,Unemployed,19,Fair,0.363903794803898,234986.0,,South Amanda,HI,Iran,1.0,1,Low,,41.599,234.986,0.3-0.4
31,31-40,Female,PhD,Widowed,50885.0,669.0,18293.0,Home,Unemployed,7,Poor,0.258570034858801,99103.0,4.0,Margaretchester,KY,Mayotte,3.0,2,Low,50.885,18.293,99.103,0.2-0.3
48,41-50,Male,Master's,Divorced,107050.0,711.0,14382.0,Business,Self-employed,3,Excellent,0.502107966360215,142063.0,1.0,New Janet,CT,Samoa,1.0,1,Medium,107.05,14.382,142.063,
20,<20,Non-binary,PhD,Divorced,,713.0,19353.0,Personal,Self-employed,7,Good,0.554183082866786,253330.0,3.0,Stephanieborough,OR,Bosnia and Herzegovina,,1,Medium,,19.353,253.33,
20,<20,Non-binary,Master's,Widowed,91540.0,760.0,,Business,Employed,16,Poor,0.232628264225091,177884.0,,East Territown,NE,Wallis and Futuna,0.0,0,Low,91.54,,177.884,0.2-0.3
22,21-30,Male,PhD,Single,,632.0,,Personal,Unemployed,1,Excellent,0.126001222946093,83144.0,4.0,Port Tylermouth,HI,Sweden,3.0,1,Medium,,,83.144,0.1-0.2
35,31-40,Male,High School,Divorced,114877.0,699.0,46113.0,Business,Unemployed,6,Excellent,0.389906857140349,254153.0,0.0,Port Andreamouth,WV,Luxembourg,1.0,1,Medium,114.877,46.113,254.153,0.3-0.4
36,31-40,Female,Bachelor's,Divorced,44283.0,755.0,42326.0,Personal,Self-employed,7,Poor,0.116135308994673,228890.0,4.0,Turnerchester,NV,Micronesia,0.0,2,Low,44.283,42.326,228.89,0.1-0.2
59,>50,Female,High School,Single,60385.0,743.0,30961.0,Business,Self-employed,19,Excellent,0.383779016995748,222830.0,4.0,Greenport,WV,Azerbaijan,2.0,0,Low,60.385,30.961,222.83,0.3-0.4
28,21-30,Male,Master's,Divorced,,618.0,,Personal,Unemployed,14,Poor,0.346111901342031,25885.0,3.0,South Jeremy,SC,Myanmar,0.0,0,Medium,,,25.885,0.3-0.4
66,>50,Female,Master's,Divorced,47785.0,,14137.0,Auto,Employed,16,Fair,0.369847066495022,147601.0,1.0,South Maria,NM,Czech Republic,4.0,0,Medium,47.785,14.137,147.601,0.3-0.4
36,31-40,Non-binary,Bachelor's,Single,69895.0,680.0,13132.0,Business,Unemployed,18,Poor,0.593281265042624,,2.0,Heathermouth,ME,Turkey,0.0,0,Low,69.895,13.132,,
60,>50,Male,High School,Divorced,61559.0,623.0,9038.0,Home,Unemployed,16,Fair,0.530640775000278,,1.0,New Kevin,OH,Guinea-Bissau,,1,Low,61.559,9.038,,
63,>50,Female,High School,Single,40113.0,722.0,5044.0,Personal,Employed,1,Excellent,0.49624445751087,159493.0,3.0,New Martinberg,OR,Cyprus,,2,Low,40.113,5.044,159.493,0.4-0.5
43,41-50,Female,Bachelor's,Single,29797.0,727.0,10640.0,Business,Self-employed,14,Excellent,0.509303063554463,89291.0,4.0,Frankport,NE,Austria,3.0,0,Low,29.797,10.64,89.291,
39,31-40,Non-binary,Bachelor's,Divorced,31137.0,757.0,7326.0,Personal,Unemployed,9,Poor,0.441794267223045,68848.0,3.0,North Nathantown,MN,Indonesia,1.0,2,Medium,31.137,7.326,68.848,0.4-0.5
62,>50,Female,PhD,Divorced,115923.0,726.0,37406.0,Personal,Self-employed,17,Good,0.287310878209609,154178.0,1.0,West Elizabethside,MA,Peru,2.0,1,High,115.923,37.406,154.178,0.2-0.3
39,31-40,Male,High School,Single,117661.0,763.0,8876.0,Home,Unemployed,15,Poor,0.565118423329167,,2.0,New Brianshire,PW,Armenia,2.0,1,Low,117.661,8.876,,
22,21-30,Female,High School,Widowed,69738.0,727.0,15974.0,Auto,Self-employed,10,Good,0.387483456819987,238717.0,1.0,New Kathryn,OR,Norway,0.0,1,Low,69.738,15.974,238.717,0.3-0.4
59,>50,Female,Master's,Divorced,91035.0,,44865.0,Personal,Self-employed,5,Poor,0.427505536582882,,,Kristinfort,AR,Algeria,1.0,0,Medium,91.035,44.865,,0.4-0.5
37,31-40,Non-binary,PhD,Divorced,76795.0,645.0,33454.0,Personal,Self-employed,13,Excellent,0.508511241522257,40258.0,4.0,Andreaborough,NV,Bangladesh,3.0,0,Low,76.795,33.454,40.258,
58,>50,Male,PhD,Single,69029.0,,39742.0,Auto,Unemployed,12,Fair,0.369606846459649,,4.0,Phillipsbury,AL,American Samoa,4.0,1,Low,69.029,39.742,,0.3-0.4
47,41-50,Female,PhD,Married,65463.0,710.0,,Home,Unemployed,4,Good,0.509355158428427,230368.0,4.0,Anthonyside,NH,Ireland,4.0,2,Low,65.463,,230.368,
58,>50,Non-binary,Bachelor's,Single,,791.0,34903.0,Auto,Self-employed,7,Good,0.17748930935535,236635.0,3.0,New Marisashire,NE,Namibia,0.0,0,Low,,34.903,236.635,0.1-0.2
51,>50,Non-binary,Bachelor's,Married,40561.0,632.0,42722.0,Personal,Unemployed,3,Good,0.381899834289503,,,North Feliciaville,VA,Iran,0.0,2,Low,40.561,42.722,,0.3-0.4
25,21-30,Female,Bachelor's,Single,23159.0,634.0,,Business,Employed,11,Good,0.59340690202258,241024.0,3.0,Stevensonborough,NV,Egypt,,2,Medium,23.159,,241.024,
27,21-30,Non-binary,High School,Widowed,61232.0,643.0,46522.0,Business,Unemployed,6,Fair,0.151099074628696,285561.0,2.0,Villafurt,RI,Sao Tome and Principe,2.0,0,Low,61.232,46.522,285.561,0.1-0.2
36,31-40,Female,Bachelor's,Single,108304.0,675.0,46461.0,Auto,Self-employed,15,Excellent,0.134004327197476,,0.0,South Teresaburgh,IL,Japan,1.0,2,Medium,108.304,46.461,,0.1-0.2
56,>50,Non-binary,Bachelor's,Widowed,,728.0,42333.0,Home,Employed,17,Good,0.345462911411355,,2.0,Amandabury,NC,Australia,3.0,2,Low,,42.333,,0.3-0.4
34,31-40,Female,High School,Widowed,118679.0,731.0,40823.0,Auto,Employed,6,Poor,0.353951632747764,63853.0,,North Jeremy,AS,Georgia,0.0,2,Low,118.679,40.823,63.853,0.3-0.4
65,>50,Male,Master's,Single,89126.0,643.0,38741.0,Auto,Employed,0,Excellent,0.131449158840749,50589.0,1.0,New Julieside,AK,Martinique,4.0,0,High,89.126,38.741,50.589,0.1-0.2
34,31-40,Female,PhD,Divorced,35198.0,718.0,,Business,Unemployed,9,Good,0.155828770514494,222837.0,,Port Matthew,NE,Panama,3.0,1,Low,35.198,,222.837,0.1-0.2
66,>50,Non-binary,PhD,Widowed,104677.0,784.0,24588.0,Home,Unemployed,9,Fair,0.304836002188173,50584.0,4.0,South Karen,NM,Finland,4.0,0,Low,104.677,24.588,50.584,0.3-0.4
30,21-30,Non-binary,PhD,Single,,699.0,29559.0,Home,Unemployed,10,Poor,0.181094002949483,203837.0,0.0,North Amber,NE,United States Virgin Islands,0.0,0,Low,,29.559,203.837,0.1-0.2
59,>50,Female,Master's,Married,80047.0,697.0,42968.0,Business,Employed,0,Fair,0.36146303968464,,1.0,North Theresaville,ID,Samoa,1.0,1,Medium,80.047,42.968,,0.3-0.4
27,21-30,Non-binary,Master's,Divorced,80523.0,604.0,13043.0,Auto,Employed,15,Excellent,0.112270248578029,201865.0,3.0,North Jessicachester,WY,Andorra,4.0,1,Low,80.523,13.043,201.865,0.1-0.2
64,>50,Non-binary,PhD,Divorced,117835.0,640.0,45787.0,Business,Self-employed,19,Excellent,0.412143930253856,,0.0,Odomfort,HI,Cape Verde,2.0,0,Medium,117.835,45.787,,0.4-0.5
61,>50,Non-binary,PhD,Divorced,,604.0,29783.0,Personal,Employed,13,Excellent,0.410342991020263,,3.0,Humphreymouth,CO,Cocos (Keeling) Islands,1.0,2,High,,29.783,,0.4-0.5
67,>50,Female,Bachelor's,Divorced,,750.0,46529.0,Auto,Self-employed,19,Fair,0.448739802268898,290306.0,0.0,Hodgesville,NV,Micronesia,0.0,1,Low,,46.529,290.306,0.4-0.5
32,31-40,Non-binary,Master's,Married,91656.0,661.0,,Personal,Self-employed,1,Excellent,0.515295615440495,,4.0,Amyview,CO,United Arab Emirates,,2,High,91.656,,,
43,41-50,Non-binary,Master's,Single,87687.0,791.0,16663.0,Auto,Unemployed,9,Fair,0.315225661990284,291278.0,,Jordanville,CT,Solomon Islands,1.0,0,Medium,87.687,16.663,291.278,0.3-0.4
46,41-50,Female,PhD,Divorced,81289.0,722.0,,Auto,Employed,13,Fair,0.248479439393479,103462.0,3.0,East Brenda,TN,Burkina Faso,3.0,2,Low,81.289,,103.462,0.2-0.3
56,>50,Female,Bachelor's,Widowed,27807.0,681.0,,Personal,Employed,12,Fair,0.497042103480527,178108.0,0.0,Johnbury,WI,Kiribati,2.0,0,Medium,27.807,,178.108,0.4-0.5
35,31-40,Male,Bachelor's,Widowed,,711.0,15286.0,Personal,Employed,1,Excellent,0.383451591065335,156329.0,,North Taylorville,NV,Niger,2.0,0,Low,,15.286,156.329,0.3-0.4
37,31-40,Female,PhD,Single,20987.0,640.0,8042.0,Home,Employed,12,Fair,0.442812683844843,55772.0,3.0,Bradleyshire,NE,Falkland Islands (Malvinas),1.0,1,Low,20.987,8.042,55.772,0.4-0.5
24,21-30,Non-binary,Master's,Widowed,61876.0,791.0,7070.0,Personal,Unemployed,0,Excellent,0.114673538182023,131369.0,2.0,East Stephentown,SD,Slovakia (Slovak Republic),,0,Low,61.876,7.07,131.369,0.1-0.2
31,31-40,Female,Master's,Widowed,108454.0,716.0,33552.0,Personal,Unemployed,8,Poor,0.588002314266188,24976.0,,South Danielleview,VT,Chile,2.0,0,High,108.454,33.552,24.976,
25,21-30,Male,Master's,Widowed,,753.0,,Personal,Self-employed,7,Excellent,0.104689104946939,101481.0,2.0,Lake Brendan,AS,Brunei Darussalam,3.0,1,Low,,,101.481,0.1-0.2
18,<20,Female,PhD,Single,87346.0,,26863.0,Home,Employed,11,Poor,0.556599054122933,164061.0,3.0,South Jeremyfurt,AK,Cote d'Ivoire,3.0,1,Low,87.346,26.863,164.061,
26,21-30,Male,High School,Widowed,28583.0,611.0,29949.0,Personal,Employed,19,Excellent,0.200143793124006,139629.0,3.0,West Ashleyberg,KS,Libyan Arab Jamahiriya,2.0,0,Medium,28.583,29.949,139.629,0.2-0.3
43,41-50,Female,PhD,Divorced,,705.0,12071.0,Business,Employed,8,Good,0.119108756065633,85658.0,,Andrewshire,DE,Djibouti,2.0,0,Low,,12.071,85.658,0.1-0.2
53,>50,Female,High School,Married,31340.0,790.0,6687.0,Business,Self-employed,4,Excellent,0.195110048339425,,2.0,Charlesstad,OH,Samoa,,2,Low,31.34,6.687,,0.1-0.2
41,41-50,Male,Bachelor's,Widowed,50737.0,624.0,,Auto,Self-employed,4,Good,0.538422930669845,261675.0,,Christensenfurt,GA,Yemen,2.0,1,Medium,50.737,,261.675,
61,>50,Non-binary,Master's,Widowed,88056.0,684.0,9746.0,Personal,Employed,15,Good,0.361356667931265,48339.0,,Meganfurt,NE,Comoros,,0,Low,88.056,9.746,48.339,0.3-0.4
25,21-30,Male,PhD,Single,115287.0,,9520.0,Auto,Unemployed,3,Excellent,0.392512339772273,69459.0,3.0,Darrenstad,NH,Iran,1.0,2,Low,115.287,9.52,69.459,0.3-0.4
21,21-30,Male,Bachelor's,Divorced,39330.0,769.0,27489.0,Home,Self-employed,14,Excellent,0.454610824527731,284455.0,3.0,Martinezmouth,PA,Costa Rica,0.0,2,Low,39.33,27.489,284.455,0.4-0.5
52,>50,Non-binary,PhD,Divorced,111594.0,715.0,9174.0,Home,Unemployed,4,Good,0.100815125967194,137074.0,2.0,Victoriamouth,MN,Western Sahara,2.0,1,Low,111.594,9.174,137.074,0.1-0.2
27,21-30,Female,High School,Divorced,102789.0,742.0,10729.0,Business,Employed,17,Good,0.271307607421736,269293.0,0.0,Lauratown,AL,Vanuatu,1.0,0,Medium,102.789,10.729,269.293,0.2-0.3
34,31-40,Non-binary,Bachelor's,Widowed,,793.0,21504.0,Auto,Employed,12,Good,0.435937741278905,179496.0,2.0,Karenton,KS,Mali,2.0,1,Low,,21.504,179.496,0.4-0.5
18,<20,Non-binary,High School,Divorced,27313.0,786.0,24399.0,Auto,Self-employed,10,Excellent,0.151046810034787,284643.0,4.0,Traceyshire,FL,North Macedonia,,2,Low,27.313,24.399,284.643,0.1-0.2
46,41-50,Male,PhD,Widowed,87228.0,602.0,,Personal,Self-employed,7,Poor,0.555169432964902,182601.0,4.0,Port Scottville,VT,Puerto Rico,4.0,1,Low,87.228,,182.601,
63,>50,Female,Bachelor's,Divorced,101844.0,688.0,9667.0,Home,Employed,1,Excellent,0.251662122237726,61882.0,,West Robin,IL,Somalia,4.0,2,Low,101.844,9.667,61.882,0.2-0.3
32,31-40,Male,Master's,Widowed,102949.0,637.0,38759.0,Auto,Self-employed,18,Poor,0.351584416722456,,0.0,Stanleyborough,PW,Pakistan,,0,Low,102.949,38.759,,0.3-0.4
47,41-50,Non-binary,High School,Married,28673.0,699.0,19540.0,Auto,Unemployed,19,Fair,0.408040671661427,255563.0,0.0,North Bonnie,MI,Mali,1.0,2,Medium,28.673,19.54,255.563,0.4-0.5
22,21-30,Female,Bachelor's,Widowed,35973.0,663.0,19492.0,Auto,Unemployed,2,Good,0.432494287664938,82006.0,3.0,Hartmanmouth,VI,Suriname,0.0,0,Medium,35.973,19.492,82.006,0.4-0.5
41,41-50,Male,Bachelor's,Single,62011.0,747.0,15722.0,Business,Employed,3,Poor,0.176553915010539,259195.0,2.0,Garrettton,MD,Romania,3.0,0,Medium,62.011,15.722,259.195,0.1-0.2
65,>50,Female,High School,Divorced,,618.0,27165.0,Home,Self-employed,4,Poor,0.242235446943525,219776.0,2.0,Jonesfurt,SD,Antarctica (the territory South of 60 deg S),2.0,1,Low,,27.165,219.776,0.2-0.3
36,31-40,Non-binary,Master's,Single,42942.0,,5346.0,Home,Self-employed,7,Good,0.138367829875659,146854.0,4.0,Hannahtown,PW,Netherlands,0.0,2,Low,42.942,5.346,146.854,0.1-0.2
43,41-50,Non-binary,High School,Divorced,111205.0,736.0,,Business,Self-employed,4,Poor,0.273947006778759,,3.0,Ramirezshire,WV,Mauritania,,1,Low,111.205,,,0.2-0.3
54,>50,Male,Bachelor's,Married,114486.0,704.0,32353.0,Auto,Self-employed,7,Poor,0.400318279289104,222630.0,1.0,Jarviston,KY,Saint Pierre and Miquelon,1.0,1,Low,114.486,32.353,222.63,0.4-0.5
34,31-40,Female,Bachelor's,Single,42064.0,760.0,39482.0,Personal,Employed,0,Excellent,0.20190021949604,243318.0,0.0,Krystalberg,PA,Lesotho,3.0,2,Low,42.064,39.482,243.318,0.2-0.3
60,>50,Female,PhD,Married,80883.0,699.0,46731.0,Auto,Employed,12,Excellent,0.56123342840554,200074.0,3.0,East Sherrifurt,GU,British Indian Ocean Territory (Chagos Archipelago),,2,Medium,80.883,46.731,200.074,
43,41-50,Female,PhD,Widowed,31231.0,712.0,48935.0,Personal,Employed,8,Good,0.107506520351332,277314.0,2.0,South Kent,CT,Pakistan,3.0,0,Medium,31.231,48.935,277.314,0.1-0.2
47,41-50,Male,Bachelor's,Married,85651.0,799.0,17157.0,Auto,Unemployed,2,Fair,0.541920865593865,200136.0,3.0,Matthewshire,RI,Grenada,3.0,0,Medium,85.651,17.157,200.136,
48,41-50,Male,PhD,Single,91982.0,602.0,33381.0,Home,Unemployed,7,Poor,0.52376667112974,,,Englishfurt,OR,Mali,3.0,1,Low,91.982,33.381,,
45,41-50,Male,Bachelor's,Divorced,85839.0,686.0,29177.0,Business,Self-employed,11,Excellent,0.260055213078049,114053.0,0.0,Port Vickie,LA,New Caledonia,4.0,0,Low,85.839,29.177,114.053,0.2-0.3
20,<20,Non-binary,Bachelor's,Single,109590.0,625.0,41449.0,Personal,Self-employed,16,Fair,0.519828253285117,114922.0,1.0,Annettemouth,PR,Cape Verde,4.0,2,Low,109.59,41.449,114.922,
43,41-50,Non-binary,Bachelor's,Widowed,68960.0,675.0,25542.0,Personal,Employed,10,Good,0.436279995647233,60758.0,,East Nancy,AZ,Vanuatu,2.0,2,Medium,68.96,25.542,60.758,0.4-0.5
47,41-50,Non-binary,High School,Single,58217.0,658.0,15328.0,Business,Unemployed,11,Poor,0.525407258217859,169695.0,0.0,East Nicholas,NH,Angola,0.0,0,Medium,58.217,15.328,169.695,
47,41-50,Male,Master's,Widowed,105237.0,,14212.0,Personal,Unemployed,2,Fair,0.302355198248151,265480.0,4.0,Lake Susan,GA,Senegal,1.0,1,Low,105.237,14.212,265.48,0.3-0.4
52,>50,Non-binary,Master's,Widowed,80656.0,710.0,46162.0,Personal,Self-employed,0,Excellent,0.578239275358652,,1.0,Peterstad,CA,Lebanon,0.0,2,Medium,80.656,46.162,,
49,41-50,Non-binary,Bachelor's,Married,105916.0,750.0,6324.0,Personal,Unemployed,17,Poor,0.269984458793252,89195.0,2.0,New Phillip,SD,Peru,1.0,1,High,105.916,6.324,89.195,0.2-0.3
35,31-40,Non-binary,PhD,Widowed,111627.0,630.0,39992.0,Home,Employed,14,Poor,0.394882648220498,200110.0,1.0,Johnsonborough,NC,Costa Rica,,0,Medium,111.627,39.992,200.11,0.3-0.4
33,31-40,Male,Master's,Married,50374.0,,,Business,Self-employed,18,Good,0.431651113023983,176978.0,2.0,Lake Jessicaborough,GA,Guyana,1.0,2,Medium,50.374,,176.978,0.4-0.5
50,41-50,Female,Bachelor's,Single,29879.0,,34733.0,Business,Employed,13,Excellent,0.355564144879461,133149.0,0.0,Port Ericaside,NE,Martinique,1.0,0,Low,29.879,34.733,133.149,0.3-0.4
42,41-50,Male,Master's,Married,,,10737.0,Personal,Unemployed,1,Excellent,0.416293949578742,202129.0,3.0,Port Arielfurt,HI,Hungary,1.0,0,Medium,,10.737,202.129,0.4-0.5
62,>50,Non-binary,Master's,Single,74850.0,650.0,17324.0,Personal,Self-employed,14,Excellent,0.191276674608544,151244.0,0.0,New Catherineton,OR,Marshall Islands,0.0,2,Low,74.85,17.324,151.244,0.1-0.2
56,>50,Male,PhD,Widowed,62530.0,754.0,,Home,Employed,0,Excellent,0.259699331197358,248213.0,3.0,Palmerville,IA,Vietnam,3.0,0,Medium,62.53,,248.213,0.2-0.3
40,31-40,Male,Bachelor's,Single,90179.0,693.0,32825.0,Personal,Self-employed,5,Good,0.584147344606332,129600.0,3.0,Brownville,IL,Wallis and Futuna,4.0,1,Low,90.179,32.825,129.6,
53,>50,Non-binary,High School,Widowed,117507.0,685.0,45544.0,Auto,Self-employed,11,Good,0.375782651721676,228273.0,0.0,Smithtown,ME,Moldova,,1,Low,117.507,45.544,228.273,0.3-0.4
31,31-40,Male,High School,Married,34002.0,738.0,23618.0,Home,Unemployed,6,Fair,0.173055680290732,269695.0,3.0,Davismouth,AL,Peru,2.0,1,Low,34.002,23.618,269.695,0.1-0.2
33,31-40,Non-binary,Master's,Married,74333.0,693.0,47328.0,Personal,Unemployed,5,Poor,0.522094082684931,111726.0,,Port Mandyland,CA,Italy,1.0,0,Low,74.333,47.328,111.726,
58,>50,Male,High School,Divorced,109067.0,790.0,35949.0,Home,Self-employed,14,Poor,0.398211352490439,206088.0,,Marieside,NV,Zambia,1.0,0,Medium,109.067,35.949,206.088,0.3-0.4
47,41-50,Female,Master's,Married,54022.0,775.0,9445.0,Business,Employed,12,Fair,0.244654441571012,177570.0,1.0,Reedberg,MT,Thailand,,1,Low,54.022,9.445,177.57,0.2-0.3
24,21-30,Non-binary,PhD,Divorced,67278.0,742.0,13704.0,Auto,Self-employed,2,Excellent,0.499235054718941,171149.0,,Lake Christina,VT,French Southern Territories,,2,Medium,67.278,13.704,171.149,0.4-0.5
48,41-50,Male,Master's,Divorced,37540.0,673.0,34317.0,Home,Employed,7,Poor,0.505902725584025,32715.0,4.0,New Sara,NE,Morocco,4.0,1,Medium,37.54,34.317,32.715,
24,21-30,Female,PhD,Single,,698.0,48874.0,Personal,Self-employed,11,Poor,0.246152951100588,45045.0,0.0,Lake Andrea,IL,Saint Pierre and Miquelon,,2,Medium,,48.874,45.045,0.2-0.3
33,31-40,Non-binary,High School,Divorced,71171.0,642.0,,Personal,Employed,17,Excellent,0.443835200268678,152710.0,3.0,North Kennethborough,MS,Burkina Faso,1.0,1,High,71.171,,152.71,0.4-0.5
55,>50,Non-binary,High School,Divorced,98283.0,650.0,42997.0,Auto,Unemployed,17,Fair,0.486638678851188,178174.0,4.0,East John,ID,Argentina,0.0,0,Low,98.283,42.997,178.174,0.4-0.5
65,>50,Male,High School,Single,27826.0,736.0,43125.0,Auto,Employed,18,Good,0.253161467581094,118770.0,0.0,West David,FL,Iraq,3.0,1,Medium,27.826,43.125,118.77,0.2-0.3
37,31-40,Male,High School,Single,96730.0,,28500.0,Personal,Self-employed,19,Excellent,0.14238551362755,281303.0,2.0,North Markberg,CO,El Salvador,4.0,0,Medium,96.73,28.5,281.303,0.1-0.2
38,31-40,Female,PhD,Divorced,84934.0,720.0,,Auto,Employed,6,Good,0.477975951472335,116141.0,2.0,Myerstown,PR,Canada,3.0,1,Low,84.934,,116.141,0.4-0.5
54,>50,Non-binary,Master's,Single,62296.0,744.0,23778.0,Business,Self-employed,1,Excellent,0.203052806671146,173854.0,0.0,Port Sandra,DE,Bulgaria,1.0,0,High,62.296,23.778,173.854,0.2-0.3
37,31-40,Female,PhD,Married,111551.0,632.0,10074.0,Business,Employed,6,Excellent,0.587377920239613,66221.0,,Tanyafort,OK,Saint Helena,2.0,0,Medium,111.551,10.074,66.221,
52,>50,Male,Bachelor's,Widowed,47260.0,608.0,23857.0,Home,Employed,6,Poor,0.346898528068047,,1.0,Shannonside,OK,Macao,4.0,1,Low,47.26,23.857,,0.3-0.4
33,31-40,Male,Bachelor's,Divorced,65538.0,646.0,,Personal,Employed,12,Excellent,0.588080576040462,35469.0,3.0,Lake Emilyborough,CO,Seychelles,3.0,0,Low,65.538,,35.469,
50,41-50,Female,High School,Single,100352.0,621.0,,Personal,Employed,18,Good,0.444252450440114,171041.0,1.0,North Norma,PW,Latvia,3.0,1,Medium,100.352,,171.041,0.4-0.5
30,21-30,Female,Bachelor's,Widowed,113925.0,611.0,48919.0,Business,Unemployed,19,Poor,0.47094016634787,28459.0,,Holmesmouth,RI,Malta,3.0,1,Low,113.925,48.919,28.459,0.4-0.5
25,21-30,Male,Bachelor's,Divorced,81971.0,646.0,48870.0,Personal,Employed,18,Excellent,0.377456978940413,,4.0,Lake Tina,WY,Sweden,,0,High,81.971,48.87,,0.3-0.4
42,41-50,Female,Bachelor's,Widowed,47774.0,,,Auto,Unemployed,0,Excellent,0.509441806430566,275648.0,,South Vanessaville,KY,Montserrat,1.0,2,High,47.774,,275.648,
30,21-30,Non-binary,Master's,Widowed,114499.0,779.0,40584.0,Auto,Self-employed,6,Fair,0.284052613918844,76919.0,3.0,New Susan,AR,Mauritius,2.0,1,Low,114.499,40.584,76.919,0.2-0.3
19,<20,Female,Bachelor's,Single,83471.0,793.0,8810.0,Personal,Self-employed,14,Excellent,0.511546795641318,145761.0,4.0,Baileystad,ND,Mauritania,1.0,0,Low,83.471,8.81,145.761,
46,41-50,Non-binary,Master's,Widowed,56080.0,702.0,,Auto,Employed,13,Fair,0.227039442670858,57488.0,0.0,Newmanland,WY,Norfolk Island,3.0,1,Low,56.08,,57.488,0.2-0.3
44,41-50,Non-binary,High School,Widowed,21320.0,733.0,34540.0,Home,Unemployed,4,Fair,0.336044823217964,,3.0,Lake Jesse,KS,United States Virgin Islands,0.0,1,Low,21.32,34.54,,0.3-0.4
54,>50,Female,Bachelor's,Divorced,54560.0,760.0,30826.0,Auto,Employed,11,Poor,0.568217247796322,21537.0,,Kennethberg,MP,Iceland,2.0,2,Low,54.56,30.826,21.537,
19,<20,Female,Master's,Divorced,115381.0,727.0,40970.0,Auto,Self-employed,14,Good,0.451811592453071,291530.0,1.0,Hunterside,SC,Namibia,0.0,0,Low,115.381,40.97,291.53,0.4-0.5
40,31-40,Non-binary,High School,Single,75122.0,,33345.0,Business,Employed,16,Good,0.321867161573644,,4.0,Pollardborough,WV,South Georgia and the South Sandwich Islands,0.0,0,Medium,75.122,33.345,,0.3-0.4
43,41-50,Male,Master's,Divorced,81683.0,693.0,10316.0,Home,Employed,2,Good,0.351319135495249,28304.0,3.0,Dyerfort,MS,Holy See (Vatican City State),0.0,0,Low,81.683,10.316,28.304,0.3-0.4
67,>50,Male,Bachelor's,Single,104661.0,771.0,8751.0,Personal,Employed,7,Good,0.508536075648228,100251.0,0.0,East Matthewtown,ME,Western Sahara,,1,Medium,104.661,8.751,100.251,
51,>50,Non-binary,Master's,Widowed,72299.0,676.0,37088.0,Auto,Unemployed,3,Fair,0.546674527481182,163332.0,,Kennethshire,HI,Anguilla,2.0,2,Medium,72.299,37.088,163.332,
34,31-40,Non-binary,Master's,Married,78630.0,695.0,48757.0,Personal,Self-employed,12,Fair,0.430250038384877,,2.0,New Jason,NJ,Malawi,1.0,1,Low,78.63,48.757,,0.4-0.5
19,<20,Male,Master's,Widowed,106009.0,681.0,22351.0,Business,Self-employed,2,Excellent,0.587210052894889,162947.0,,North Daniel,AZ,Vietnam,4.0,0,Low,106.009,22.351,162.947,
25,21-30,Non-binary,Master's,Single,37330.0,797.0,28892.0,Personal,Unemployed,11,Excellent,0.451142759611761,247877.0,3.0,Keithberg,IL,Iraq,2.0,1,Medium,37.33,28.892,247.877,0.4-0.5
59,>50,Non-binary,Bachelor's,Single,,688.0,25432.0,Business,Unemployed,15,Good,0.540746534097604,275015.0,4.0,Rileyfurt,MS,Luxembourg,4.0,0,Medium,,25.432,275.015,
32,31-40,Female,PhD,Single,99688.0,732.0,12429.0,Home,Unemployed,8,Poor,0.430234003173462,267072.0,0.0,Port Sarahton,MI,North Macedonia,3.0,2,Medium,99.688,12.429,267.072,0.4-0.5
44,41-50,Female,Master's,Single,,791.0,30191.0,Home,Unemployed,13,Good,0.174938787228433,263286.0,3.0,Jacksonberg,UT,Slovakia (Slovak Republic),4.0,1,Low,,30.191,263.286,0.1-0.2
28,21-30,Male,High School,Single,,690.0,29992.0,Home,Self-employed,3,Poor,0.112988652066432,,1.0,New Jasminefort,AL,Bouvet Island (Bouvetoya),1.0,2,Low,,29.992,,0.1-0.2
